"replicate","condition","cell_type","n_cells","library_size_total_counts","library_size_pattern_genes","TIMP1","FTH1","SOD2","MS4A7","S100A11","TYROBP","FCGR3A","FCER1G","ACTB","SAT1","PSAP","CXCL16","FTL","PFN1","CTSS","ISG15","ISG20","IFI6","IFIT3","LY6E","IFIT1","MX1","IFIT2","IRF7","TNFSF10","OAS1","PLSCR1","BST2","ANXA1","SH3BGRL3","GAPDH","S100A6","VIM","S100A10","EMP3","RGCC","CLIC1","CCL5","ALOX5AP","CD63","C15orf48","LGALS1","CCR7","HSPA8","LTB","ACTG1","SELL","HSP90AB1","HSP90AA1","CREM","CD74","HLA.DRA","HLA.DRB1","HLA.DPA1","HLA.DPB1","HLA.DQB1","HLA.DQA1","HLA.DMA","HERPUD1","CXCL10","APOBEC3A","IFITM3","RSAD2","TYMP","IDO1","TIMP1__cpm","FTH1__cpm","SOD2__cpm","MS4A7__cpm","S100A11__cpm","TYROBP__cpm","FCGR3A__cpm","FCER1G__cpm","ACTB__cpm","SAT1__cpm","PSAP__cpm","CXCL16__cpm","FTL__cpm","PFN1__cpm","CTSS__cpm","ISG15__cpm","ISG20__cpm","IFI6__cpm","IFIT3__cpm","LY6E__cpm","IFIT1__cpm","MX1__cpm","IFIT2__cpm","IRF7__cpm","TNFSF10__cpm","OAS1__cpm","PLSCR1__cpm","BST2__cpm","ANXA1__cpm","SH3BGRL3__cpm","GAPDH__cpm","S100A6__cpm","VIM__cpm","S100A10__cpm","EMP3__cpm","RGCC__cpm","CLIC1__cpm","CCL5__cpm","ALOX5AP__cpm","CD63__cpm","C15orf48__cpm","LGALS1__cpm","CCR7__cpm","HSPA8__cpm","LTB__cpm","ACTG1__cpm","SELL__cpm","HSP90AB1__cpm","HSP90AA1__cpm","CREM__cpm","CD74__cpm","HLA-DRA__cpm","HLA-DRB1__cpm","HLA-DPA1__cpm","HLA-DPB1__cpm","HLA-DQB1__cpm","HLA-DQA1__cpm","HLA-DMA__cpm","HERPUD1__cpm","CXCL10__cpm","APOBEC3A__cpm","IFITM3__cpm","RSAD2__cpm","TYMP__cpm","IDO1__cpm"
"patient_107","stim","FCGR3A+ Monocytes",20,28782,19407,976,5919,487,264,352,287,236,220,376,384,118,101,1082,81,87,1704,429,151,261,232,317,128,135,91,331,108,98,98,134,65,37,67,41,47,99,3,99,2,0,56,262,32,7,81,0,60,8,49,80,21,219,239,120,117,49,6,7,4,21,1266,348,294,86,247,81,33910.0826905705,205649.36418595,16920.2974081023,9172.39941630186,12229.8658884025,9971.50997150997,8199.56917517893,7643.66618025155,13063.7203807936,13341.6718782572,4099.78458758947,3509.13765547912,37592.9400319644,2814.25891181989,3022.72253491766,59203.6689597665,14905.1490514905,5246.3345146272,9068.16760475297,8060.59342644709,11013.8280869988,4447.22395941908,4690.43151969981,3161.6982836495,11500.2432075603,3752.34521575985,3404.90584393023,3404.90584393023,4655.68758251685,2258.3559168925,1285.52567576958,2327.84379125843,1424.50142450142,1632.96504759919,3439.6497811132,104.231811548885,3439.6497811132,69.4878743659231,0,1945.66048224585,9102.91154193593,1111.80598985477,243.207560280731,2814.25891181989,0,2084.63623097769,277.951497463693,1702.45292196512,2779.51497463693,729.622680842193,7608.92224306858,NA,NA,NA,NA,NA,NA,NA,729.622680842193,43985.8244736293,12090.8901396706,10214.7175317907,2987.9785977347,8581.75248419151,2814.25891181989
"patient_107","stim","NK cells",40,9023,4030,7,1016,4,0,25,40,6,42,125,77,5,0,64,61,11,452,311,145,125,131,75,68,37,56,50,46,54,60,129,35,69,14,27,9,19,20,49,113,45,45,9,16,2,58,0,41,19,8,43,37,23,3,1,4,0,0,1,0,14,9,2,27,25,19,2,775.795190069822,112601.13044442,443.311537182755,0,2770.69710739222,4433.11537182755,664.967305774133,4654.77114041893,13853.4855369611,8533.74709076804,554.139421478444,0,7092.98459492408,6760.50094203702,1219.10672725258,50094.2037016513,34467.4720159592,16070.0432228749,13853.4855369611,14518.4528427352,8312.09132217666,7536.29613210684,4100.63171894049,6206.36152055857,5541.39421478444,5098.08267760168,5984.7057519672,6649.67305774133,14296.7970741439,3878.97595034911,7647.12401640253,1551.59038013964,2992.3528759836,997.450958661199,2105.72980161809,2216.55768591378,5430.56633048875,12523.5509254128,4987.254793306,4987.254793306,997.450958661199,1773.24614873102,221.655768591378,6428.01728914995,0,4543.94325612324,2105.72980161809,886.62307436551,4765.59902471462,4100.63171894049,2549.04133880084,NA,NA,NA,NA,NA,NA,NA,1551.59038013964,997.450958661199,221.655768591378,2992.3528759836,2770.69710739222,2105.72980161809,221.655768591378
"patient_1244","ctrl","B cells",118,24888,12148,14,3005,13,1,32,3,0,3,573,65,20,2,823,301,41,22,98,2,1,11,0,4,0,12,3,1,5,23,6,124,191,51,131,43,144,26,128,7,30,58,4,81,312,188,99,132,27,208,115,100,1506,1330,427,330,325,243,210,69,374,6,0,1,0,44,0,562.520090003214,120740.919318547,522.340083574413,40.180006428801,1285.76020572163,120.540019286403,0,120.540019286403,23023.143683703,2611.70041787207,803.600128576021,80.360012857602,33068.1452909032,12094.1819350691,1647.38026358084,883.960141433623,3937.6406300225,80.360012857602,40.180006428801,441.980070716811,0,160.720025715204,0,482.160077145612,120.540019286403,40.180006428801,200.900032144005,924.140147862424,241.080038572806,4982.32079717133,7674.381227901,2049.18032786885,5263.58084217294,1727.74027643844,5785.92092574735,1044.68016714883,5143.04082288653,281.260045001607,1205.40019286403,2330.44037287046,160.720025715204,3254.58052073288,12536.1620057859,7553.84120861459,3977.8206364513,5303.76084860174,1084.86017357763,8357.44133719061,4620.70073931212,4018.0006428801,60511.0896817743,NA,NA,NA,NA,NA,NA,NA,15027.3224043716,241.080038572806,0,40.180006428801,0,1767.92028286725,0
"patient_1244","ctrl","CD14+ Monocytes",418,460515,323746,14104,139344,3219,213,4007,3571,300,3380,9269,2448,1914,310,84758,4489,540,145,139,48,9,25,2,24,4,163,14,45,214,263,2189,4288,4261,3205,3170,3378,2890,303,1453,60,180,3900,3997,3087,37,606,53,1450,21,381,843,113,1899,3806,1275,529,763,183,166,187,202,4,49,66,13,1745,33,30626.5811102787,302582.977753168,6990.00032572229,462.525650630273,8701.12808486152,7754.36196432255,651.444578352497,7339.6089161048,20127.4659891643,5315.78775935637,4156.21640988893,673.159397630913,184050.465240003,9747.78237408119,1172.60024103449,314.86487953704,301.83598796999,104.231132536399,19.5433373505749,54.2870481960414,4.34296385568331,52.1155662681997,8.68592771136662,353.95155423819,30.4007469897832,97.7166867528745,464.697132558114,571.099747022355,4753.37394004538,9311.31450658502,9252.68449453329,6959.59957873251,6883.59771125805,7335.26595224911,6275.58277146238,657.959024136022,3155.16324115393,130.288915670499,390.866747011498,8468.77951858246,8679.4132655831,6703.36471124719,80.3448313301413,1315.91804827204,115.088542175608,3148.6487953704,45.6011204846748,827.334614507671,1830.55926517052,245.377457846107,4123.6441809713,NA,NA,NA,NA,NA,NA,NA,438.639349424014,8.68592771136662,106.402614464241,143.317807237549,28.2292650619415,3789.23596408369,71.6589036187746
"patient_1244","ctrl","CD4 T cells",1108,141533,73056,216,38264,133,4,820,26,4,70,2810,351,203,10,3114,1963,108,170,704,63,10,125,9,52,8,63,42,9,22,141,2087,2106,1467,869,1907,785,1464,1994,242,663,438,135,36,148,1824,1174,1611,778,717,701,545,866,410,47,28,45,73,17,4,14,258,5,2,29,3,47,3,1526.14584584514,270353.910395455,939.71017359909,28.2619601082433,5793.70182218988,183.702740703581,28.2619601082433,494.584301894258,19854.0269760409,2479.98699949835,1434.29447549335,70.6549002706083,22001.9359442674,13869.5569231204,763.072922922569,1201.13330460034,4974.10497905082,445.125871704832,70.6549002706083,883.186253382603,63.5894102435474,367.405481407163,56.5239202164866,445.125871704832,296.750581136555,63.5894102435474,155.440780595338,996.234093815577,14745.6776864759,14879.9219969901,10365.0738696982,6139.91083351586,13473.889481605,5546.40967124275,10343.8773996171,14088.5871139593,1709.84858654872,4684.41988794133,3094.68463185264,953.841153653212,254.35764097419,1045.692524005,12887.4538093589,8294.88529176941,11382.504433595,5496.95124105332,5065.95634940261,4952.90850896964,3850.69206474815,6118.71436343468,2896.85091109494,NA,NA,NA,NA,NA,NA,NA,1822.89642698169,35.3274501353041,14.1309800541217,204.899210784764,21.1964700811825,332.078031271859,21.1964700811825
"patient_1244","ctrl","CD8 T cells",29,5030,2348,8,1296,3,0,23,17,6,14,78,8,6,0,92,42,4,8,14,1,1,7,0,2,1,1,4,1,5,9,40,38,86,16,59,17,12,31,23,168,21,23,3,4,6,11,7,19,1,9,11,42,18,1,2,2,7,0,0,1,14,0,0,4,0,1,0,1590.45725646123,257654.07554672,596.421471172962,0,4572.56461232604,3379.72166998012,1192.84294234592,2783.30019880716,15506.958250497,1590.45725646123,1192.84294234592,0,18290.2584493042,8349.90059642147,795.228628230616,1590.45725646123,2783.30019880716,198.807157057654,198.807157057654,1391.65009940358,0,397.614314115308,198.807157057654,198.807157057654,795.228628230616,198.807157057654,994.03578528827,1789.26441351889,7952.28628230616,7554.67196819085,17097.4155069583,3180.91451292247,11729.6222664016,3379.72166998012,2385.68588469185,6163.02186878728,4572.56461232604,33399.6023856859,4174.95029821074,4572.56461232604,596.421471172962,795.228628230616,1192.84294234592,2186.8787276342,1391.65009940358,3777.33598409543,198.807157057654,1789.26441351889,2186.8787276342,8349.90059642147,3578.52882703777,NA,NA,NA,NA,NA,NA,NA,2783.30019880716,0,0,795.228628230616,0,198.807157057654,0
"patient_1244","ctrl","Dendritic cells",62,80846,52409,2313,17140,244,25,595,452,16,369,2646,455,224,149,5224,1107,66,76,137,14,2,21,4,8,3,38,2,6,45,54,450,789,911,467,586,669,564,40,215,11,109,531,691,551,309,122,38,402,19,72,126,67,2952,4581,1288,1167,1562,386,509,235,106,36,7,24,3,189,190,28609.9497810652,212008.015238849,3018.08376419365,309.2298938723,7359.67147416075,5590.87648121119,197.907132078272,4564.23323355515,32728.8919674443,5627.98406847587,2770.69984909581,1843.01016747891,64616.6786235559,13692.6997006655,816.366919822873,940.058877371793,1694.57981842021,173.168740568488,24.738391509784,259.753110852732,49.4767830195681,98.9535660391361,37.1075872646761,470.029438685897,24.738391509784,74.2151745293521,556.613808970141,667.936570764169,5566.13808970141,9759.2954506098,11268.3373327066,5776.41441753457,7248.34871236672,8274.99196002276,6976.2264057591,494.767830195681,2659.37708730178,136.061153303812,1348.24233728323,6568.04294584766,8547.11426663038,6815.4268609455,3822.08148826163,1509.04188209683,470.029438685897,4972.41669346659,235.014719342948,890.582094352225,1558.51866511639,828.736115577765,36513.8658684412,NA,NA,NA,NA,NA,NA,NA,1311.13475001855,445.291047176113,86.5843702842441,296.860698117408,37.1075872646761,2337.77799767459,2350.14719342948
"patient_1244","ctrl","FCGR3A+ Monocytes",41,50399,36563,2928,19444,674,279,498,357,345,464,1399,409,192,166,4317,408,164,32,60,11,17,22,1,5,10,15,61,41,27,39,187,277,238,178,139,148,221,17,163,0,0,218,90,139,3,122,10,278,2,39,68,9,251,311,92,160,111,17,15,17,43,304,13,58,1,238,1,58096.3908014048,385801.30558146,13373.2812158971,5535.82412349451,9881.14843548483,7083.47387844997,6845.37391614913,9206.53187563245,27758.4872715728,8115.24038175361,3809.59939681343,3293.71614516161,85656.4614377269,8095.39871822854,3254.03281811147,634.933232802238,1190.4998115042,218.258298775769,337.308279926189,436.516597551539,19.8416635250699,99.2083176253497,198.416635250699,297.624952876049,1210.34147502927,813.508204527868,535.724915176888,773.824877477728,3710.39107918808,5496.14079644437,4722.31591896665,3531.81610746245,2757.99122998472,2936.56620171035,4385.00763904046,337.308279926189,3234.1911545864,0,0,4325.48264846525,1785.74971725629,2757.99122998472,59.5249905752098,2420.68295005853,198.416635250699,5515.98245996944,39.6833270501399,773.824877477728,1349.23311970476,178.574971725629,4980.25754479256,NA,NA,NA,NA,NA,NA,NA,853.191531578007,6031.86571162126,257.941625825909,1150.81648445406,19.8416635250699,4722.31591896665,19.8416635250699
"patient_1244","ctrl","NK cells",102,15299,5262,32,2371,4,0,38,75,21,83,148,22,17,1,193,141,13,38,68,6,2,16,1,2,1,20,19,0,5,34,63,106,167,50,149,26,76,81,62,338,61,100,19,24,7,51,5,134,10,37,43,109,83,14,6,11,13,4,0,0,17,0,0,7,1,17,0,2091.63997646905,154977.449506504,261.454997058631,0,2483.822472057,4902.28119484934,1372.63873455781,5425.1911889666,9673.83489116936,1438.00248382247,1111.18373749918,65.3637492646578,12615.203608079,9216.28864631675,849.728740440552,2483.822472057,4444.73494999673,392.182495587947,130.727498529316,1045.81998823453,65.3637492646578,130.727498529316,65.3637492646578,1307.27498529316,1241.9112360285,0,326.818746323289,2222.36747499837,4117.91620367344,6928.55742205373,10915.7461271979,3268.18746323289,9739.19864043402,1699.4574808811,4967.64494411399,5294.46369043728,4052.55245440878,22092.9472514543,3987.18870514413,6536.37492646578,1241.9112360285,1568.72998235179,457.546244852605,3333.55121249755,326.818746323289,8758.74240146415,653.637492646578,2418.45872279234,2810.64121838029,7124.6486698477,5425.1911889666,NA,NA,NA,NA,NA,NA,NA,1111.18373749918,0,0,457.546244852605,65.3637492646578,1111.18373749918,0
"patient_1244","stim","B cells",96,22811,11627,10,1081,34,1,38,3,0,3,351,203,11,1,355,153,47,820,912,259,345,223,199,212,210,140,151,74,149,95,16,79,84,38,92,33,86,12,164,11,10,40,2,35,379,174,66,121,74,180,114,113,920,690,216,203,231,109,137,24,139,708,8,55,36,136,12,438.384989697953,47389.4173863487,1490.50896497304,43.8384989697953,1665.86296085222,131.515496909386,0,131.515496909386,15387.3131383981,8899.21529086844,482.223488667748,43.8384989697953,15562.6671342773,6707.29034237868,2060.40945158038,35947.5691552321,39980.7110604533,11354.171233177,15124.2821445794,9775.98527026435,8723.86129498926,9293.7617815966,9206.08478365701,6137.38985577134,6619.61334443909,3244.04892376485,6531.9363464995,4164.65740213055,701.415983516724,3463.24141861383,3682.4339134628,1665.86296085222,4033.14190522116,1446.67046600324,3770.11091140239,526.061987637543,7189.51383104643,482.223488667748,438.384989697953,1753.53995879181,87.6769979395905,1534.34746394283,16614.7911095524,7627.89882074438,2893.34093200649,5304.45837534523,3244.04892376485,7890.92981456315,4997.58888255666,4953.75038358687,40331.4190522117,NA,NA,NA,NA,NA,NA,NA,6093.55135680154,31037.6572706151,350.707991758362,2411.11744333874,1578.18596291263,5962.03585989216,526.061987637543
"patient_1244","stim","CD14+ Monocytes",300,447377,276069,6297,57977,6459,452,3094,2771,101,2377,2659,6202,846,116,43767,1156,950,36979,5243,2236,3521,2308,2727,1389,3018,1183,3512,1269,1174,1162,2275,1711,1523,1412,1472,2220,1981,27,1427,46,34,2408,3643,1902,74,578,24,387,59,528,1414,209,1584,2262,923,471,530,91,74,108,119,23675,4987,4493,3528,3557,3368,14075.3771427677,129593.161919366,14437.4878458213,1010.33356654455,6915.86737807263,6193.8812232189,225.760376595131,5313.19222937254,5943.53308283618,13863.0282736931,1891.0225603909,259.289145396388,97830.241608308,2583.95044895021,2123.48869074628,82657.3561001124,11719.4223216661,4998.02180264073,7870.31966328175,5158.95989288676,6095.53016806854,3104.76399099641,6745.98828281293,2644.30223279248,7850.202402001,2836.53384058635,2624.18497151172,2597.36195647072,5085.19660152399,3824.51489459673,3404.2876589543,3156.174769825,3290.28984503003,4962.25778258605,4428.03273301936,60.3517838422628,3189.70353862626,102.821557657188,75.9985426161828,5382.48501822847,8143.02031619864,4251.4478839994,165.408592752868,1291.97522447511,53.6460300820114,865.042235072433,131.879823951611,1180.21266180425,3160.64527233184,467.167511964182,3540.63798541275,NA,NA,NA,NA,NA,NA,NA,265.99489915664,52919.5734246508,11147.1980007913,10042.9838816032,7885.96642205567,7950.78870840477,7528.32622150893
"patient_1244","stim","CD4 T cells",892,142248,76494,156,18510,197,5,697,35,4,46,2077,1718,110,12,2067,1713,253,6140,4235,2769,2034,1897,1739,1748,1132,763,952,661,539,635,2392,1665,850,532,1276,587,1234,736,282,344,335,110,40,60,2762,1474,1164,599,1633,830,746,717,330,83,27,45,46,22,2,9,320,479,67,756,787,273,36,1096.67622743378,130124.852370508,1384.90523592599,35.149879084416,4899.89314436758,246.049153590912,28.1199032675328,323.378887576627,14601.2597716664,12077.4984534053,773.297339857151,84.3597098025983,14530.9600134976,12042.3485743209,1778.58388167145,43164.0515156628,29771.9475845003,19466.0030369496,14298.9708115404,13335.8641246274,12225.1279455599,12288.3977279118,7957.93262471177,5363.87154828187,6692.5369776728,4646.81401495979,3789.15696530004,4464.03464372083,16815.7021539846,11704.9097351105,5975.47944435071,3739.94713458186,8970.24914234295,4126.59580451043,8674.99015803386,5174.06220122603,1982.45318036106,2418.31168100782,2355.04189865587,773.297339857151,281.199032675328,421.798549012991,19416.7932062314,10362.1843540858,8182.89185085203,4210.95551431303,11479.9505089702,5834.87992801305,5244.36195939486,5040.49266070525,2319.89201957145,NA,NA,NA,NA,NA,NA,NA,2249.59226140262,3367.35841628705,471.008379731174,5314.66171756369,5532.59096788707,1919.18339800911,253.079129407795
"patient_1244","stim","Dendritic cells",37,69757,43568,1319,4784,377,12,479,367,2,122,1057,595,69,19,2769,352,105,5787,1096,380,516,517,399,383,301,272,529,228,255,299,388,256,367,220,218,435,362,5,165,35,19,354,830,428,943,207,41,192,13,113,344,55,2415,2657,858,903,1281,229,257,95,57,2675,350,724,436,360,891,18908.4966383302,68580.9309459982,5404.4755365053,172.025746520063,6866.69438192583,5261.12074773858,28.6709577533437,1748.92842295397,15152.6011726422,8529.60993161977,989.148042490359,272.374098656766,39694.9410095044,5046.0885645885,1505.22528205055,82959.4162593001,15711.6848488324,5447.48197313531,7397.10710036269,7411.44257923936,5719.85607179208,5490.48840976533,4314.97914187823,3899.25025445475,7583.46832575942,3268.48918388119,3655.54711355133,4286.30818412489,5562.16580414869,3669.882592428,5261.12074773858,3153.80535286781,3125.13439511447,6235.93331135227,5189.44335335522,71.6773943833594,2365.35401465086,501.741760683516,272.374098656766,5074.75952234184,11898.4474676377,6135.58495921556,13518.3565807016,2967.44412747108,587.754633943547,2752.411944321,186.361225396734,1619.90911306392,4931.40473357513,788.451338216953,34620.1814871626,NA,NA,NA,NA,NA,NA,NA,817.122295970297,38347.4059950973,5017.41760683516,10378.8867067104,6250.26879022894,5160.77239560188,12772.9116791146
"patient_1244","stim","NK cells",107,24273,10600,31,2191,7,0,72,111,17,134,227,232,21,1,189,123,44,1251,801,438,310,323,214,199,135,160,180,99,163,174,310,122,126,33,93,22,61,45,114,369,133,99,33,24,24,98,6,138,65,25,58,128,79,7,6,15,11,1,0,4,45,29,7,284,74,60,5,1277.13920817369,90264.9033905986,288.386272813414,0,2966.25880608083,4572.98232604128,700.366662546863,5520.53722242821,9351.95484694929,9557.94504181601,865.158818440242,41.1980389733449,7786.42936596218,5067.35879372142,1812.71371482717,51538.7467556544,32999.6292176492,18044.741070325,12771.3920817369,13306.9665883904,8816.3803402958,8198.40975569563,5561.73526140156,6591.68623573518,7415.64701520208,4078.60585836114,6715.28035265521,7168.45878136201,12771.3920817369,5026.16075474807,5190.95291064145,1359.53528612038,3831.41762452107,906.356857413587,2513.08037737404,1853.91175380052,4696.57644296132,15202.0763811643,5479.33918345487,4078.60585836114,1359.53528612038,988.752935360277,988.752935360277,4037.4078193878,247.188233840069,5685.32937832159,2677.87253326742,1029.95097433362,2389.486260454,5273.34898858814,3254.64507889424,NA,NA,NA,NA,NA,NA,NA,1853.91175380052,1194.743130227,288.386272813414,11700.2430684299,3048.65488402752,2471.88233840069,205.990194866724
"patient_1256","ctrl","B cells",218,39334,20834,24,6955,23,7,75,7,1,7,806,111,61,10,1234,463,72,60,244,10,11,33,8,33,11,38,3,13,22,60,9,215,195,68,195,57,232,43,165,4,71,63,9,53,368,254,166,196,54,394,199,172,2677,1693,905,457,411,230,261,123,419,1,1,2,1,67,2,610.159149844918,176819.036965475,584.735851934713,177.963085371434,1906.74734326537,177.963085371434,25.4232979102049,177.963085371434,20491.1781156252,2821.98606803275,1550.8211725225,254.232979102049,31372.3496211929,11770.9869324249,1830.47744953475,1525.39787461229,6203.28469009,254.232979102049,279.656277012254,838.968831036762,203.386383281639,838.968831036762,279.656277012254,966.085320587787,76.2698937306147,330.502872832664,559.312554024508,1525.39787461229,228.809681191844,5466.00905069406,4957.54309248996,1728.78425789393,4957.54309248996,1449.12798088168,5898.20511516754,1093.20181013881,4194.84415518381,101.69319164082,1805.05415162455,1601.66776834291,228.809681191844,1347.43478924086,9355.77363095541,6457.51766919205,4220.26745309401,4982.96639040016,1372.85808715107,10016.7793766207,5059.23628413078,4372.80724055525,68058.1685056186,NA,NA,NA,NA,NA,NA,NA,10652.3618243759,25.4232979102049,25.4232979102049,50.8465958204098,25.4232979102049,1703.36095998373,50.8465958204098
"patient_1256","ctrl","CD14+ Monocytes",402,537781,386114,11847,188228,7277,577,3914,3316,255,3494,8386,2245,2232,452,93733,4075,610,470,156,251,41,127,30,52,13,140,28,66,213,425,1750,3960,3561,2977,3216,3446,2884,300,1191,63,64,3626,7113,2985,50,649,44,1284,24,435,908,95,1890,4700,1829,677,651,155,107,139,171,65,193,205,27,1907,120,22029.413460126,350008.646642406,13531.5304928958,1072.92745559996,7278.05556536955,6166.07875696613,474.170712613499,6497.06850930025,15593.7082195169,4174.56176398943,4150.3883551111,840.49083176981,174295.856491769,7577.43393686277,1134.29072429111,873.961705601351,290.080906540023,466.732740650934,76.239212616288,236.155609811429,55.7847897192352,96.6936355133409,24.1734088783352,260.329018689764,52.0658037379528,122.726537382317,396.07200700657,790.284521022498,3254.11273362205,7363.59224293904,6621.65453967321,5535.71063313877,5980.12945790201,6407.81284574948,5362.77778500914,557.847897192352,2214.65615185364,117.148058410394,119.007551401035,6742.52158406489,13226.5736424307,5550.5865770639,92.9746495320586,1206.81095092612,81.8176915882116,2387.58899998326,44.6278317753881,808.87945092891,1688.41963550218,176.651834110911,3514.44175231181,NA,NA,NA,NA,NA,NA,NA,317.97330139964,120.867044391676,358.882147193746,381.19606308144,50.2063107473116,3546.05313315271,223.139158876941
"patient_1256","ctrl","CD4 T cells",1049,126996,59468,298,27844,168,10,760,28,6,56,2382,389,179,8,2899,1747,114,341,590,108,23,165,30,110,15,139,61,52,38,152,1527,1552,949,657,1336,637,1061,1098,197,383,372,86,34,105,2233,1220,2165,629,1186,772,655,722,430,100,46,72,110,10,9,8,258,0,2,60,14,60,1,2346.53059938896,219251.000031497,1322.87631106492,78.7426375633878,5984.44045481747,220.479385177486,47.2455825380327,440.958770354972,18756.496267599,3063.08860121579,1409.49321238464,62.9941100507103,22827.4906296261,13756.3387823239,897.666068222621,2685.12394091152,4645.81561623988,850.420485684589,181.108066395792,1299.2535197959,236.227912690163,866.169013197266,118.113956345082,1094.52266213109,480.330089136666,409.461715329617,299.222022740874,1196.88809096349,12024.0007559293,12220.8573498378,7472.6763047655,5173.39128791458,10520.0163784686,5015.9060127878,8354.59384547545,8645.94160445998,1551.22995999874,3015.84301867775,2929.22611735803,677.186683045135,267.724967715519,826.797694415572,17583.2309679045,9606.60178273331,17047.7810324735,4952.91190273709,9338.8768150178,6078.93161989354,5157.6427604019,5685.2184320766,3385.93341522568,NA,NA,NA,NA,NA,NA,NA,2031.56004913541,0,15.7485275126776,472.455825380327,110.239692588743,472.455825380327,7.87426375633878
"patient_1256","ctrl","CD8 T cells",114,14334,5971,13,1767,4,1,40,15,23,8,193,32,20,1,316,214,16,55,57,17,6,49,4,5,10,6,16,4,4,32,248,246,248,89,100,33,79,93,91,1131,32,46,4,53,11,67,7,54,2,30,51,29,83,11,20,49,76,2,2,6,38,0,0,4,3,5,0,906.934561183201,123273.336123901,279.056788056369,69.7641970140924,2790.56788056369,1046.46295521139,1604.57653132412,558.113576112739,13464.4900237198,2232.45430445096,1395.28394028185,69.7641970140924,22045.4862564532,14929.5381610158,1116.22715222548,3837.03083577508,3976.55922980327,1185.99134923957,418.585182084554,3418.44565369053,279.056788056369,348.820985070462,697.641970140924,418.585182084554,1116.22715222548,279.056788056369,279.056788056369,2232.45430445096,17301.5208594949,17161.9924654667,17301.5208594949,6209.01353425422,6976.41970140924,2302.21850146505,5511.3715641133,6488.07032231059,6348.54192828241,78903.3068229385,2232.45430445096,3209.15306264825,279.056788056369,3697.5024417469,767.406167155016,4674.20119994419,488.349379098647,3767.26663876099,139.528394028185,2092.92591042277,3557.97404771871,2023.16171340868,5790.42835216967,NA,NA,NA,NA,NA,NA,NA,2651.03948653551,0,0,279.056788056369,209.292591042277,348.820985070462,0
